Имя файла,Ключевые слова (рус),Ключевые слова (англ),ключевые слова (Ruterm)
Kislov_IMS_2017_Abstract_eng.txt,,"Chinese Language, Chinese, Language, Internet, Chinese characters, Impact, writing, writing system, Internet technologies, Chinese youngsters",
Komarova_IMS_2019_Abstract_eng.txt,,"Linguistics Methods, English Phraseology, Corpus Linguistics, Exploring English, English, Methods, Phraseology, Corpus, Polytechnic University, Great Saint",
Bikkulov_IMS_2013_Abstract_eng.txt,,"Suicide Mirrored, Teen Suicide, Mirrored, Russian blogosphere, teenage suicides, Blogosphere, Teen, suicides, discussions, article",
Leontyeva_IMS_2015_Abstract_eng.txt,,"Understanding System, Computing Centre, Moscow State, State University, Nina Leontyeva, Research Computing, Text, System, Ontology, Text Understanding",
Zaides_IMS_2017_Abstract_rus.txt,"статье предлагается, предлагается функциональная, спонтанной речи, речи, метакоммуникативных вставок, русской устной, устной спонтанной, функциональная типология, Сбалансированная Аннотированная, Аннотированная Текстотека",,"русский язык, подкорпус, функциональная типология, современное языкознание, свободный рассказ, сама коммуникация, сам текст, расшифрованные тексты, продуцирование монолога, предлагаемая типология"
Tatur_IMS_2023_Abstract_rus.txt,"машинного обучения, статье рассматривается, рассматривается проблема, проблема выявления, выявления скрытых, скрытых закономерностей, реакции общества, бренды посредством, посредством оценки, оценки привлекательности",,"машинное обучение, ход исследования, удовлетворяющие требования, скрытые закономерности, результаты исследований, реакция общества, разрабатываемый авторы, проблема выявления, математические методы, включающие название"
Brodovskaya_IMS_2014_Abstract_eng.txt,,"club formation, public evaluation, Cybermetrics analysis, great books, informal selfeducation, Russia, School, analysis, Cybermetrics, informal",
Karyaeva_IMS_2018_Abstract_eng.txt,,"Semantic Relations, Semantic, thesaurus, Extraction, Relations, relation, area, developing, terms, domain",
Koltsov_IMS_2014_Abstract_rus.txt,"Живого Журнала, текстов Живого, Данная статья, Latent Dirichlet, Dirichlet Allocation, Журнала, статья отражает, моделированию тематики, тематики корпуса, корпуса текстов",,"жж, языковой сознание, фреймовая семантика, социальные сети, содержательное наполнение, русскоязычные пользователи, результаты экспериментов, полученные результаты, позиции теории, основные типы"
Ivanchenko_IMS_2013_Abstract_rus.txt,"Российской Федерации, образования Российской, выявлены основные, профессорскопреподавательской среде, определены актуальные, информационных сервисов, работе анализируются, анализируются результаты, результаты исследования, исследования тенденций",,"российская федерация, профессорскопреподавательская среда, мобильные устройства, мобильные технологии, информационные сервисы, сфера, работа, платформы"
Kuznetsova_IMS_2020_Abstract_rus.txt,"специальных целей, статье исследуются, исследуются возможности, обучения английскому, корпуса, АСЦ, лингвистических корпусов, возможности применения, корпусов COCA, курсе АСЦ",,"студенты, лингвистические корпусы, биотехнологические термины, курс, задание, биотехнология, биотехнологи, экспериментальный курс, целесообразность поиска, ход эксперимента"
Gorelik_IMS_2013_Abstract_eng.txt,,"Registration, Electronic Registration, Communication Services, registration procedure, Information, Services, service, Electronic, Communication, modern information",
Zakharov_IMS_2014_Abstract_eng.txt,,"Terminological Phrases, Extracting Terminological, Association Measures, Terminological, Phrases, Extracting, Measures, statistical measures, Sketch Engine, Association",
Salin_IMS_2015_Abstract_rus.txt,"Интернете является, Основой различных, гипертекстовым массивом, различных современных, современных подходов, эффективному поиску, извлечению информации, является построение, информационного слоя, Интернете",,"основа, эффективное поиск, семантический веб, семантические кластеры, семантическая кластеризация, семантическая близость, реинжиниринг веб-сайта, результаты исследования, различные признаки, программный комплекс"
Kanygin_IMS_2015_Abstract_rus.txt,"предлагается строить, строить документооборот, статье предлагается, документооборот сообществом, сообществом вовлеченных, контекстно-ориентированной онтологии, онтологии, акторов, сообществом акторов, помощью контекстно-ориентированной",,"контекстно-ориентированная онтология, статья, помощь, функциональный состояние, сообщество акторов, собственная компетентность, пример процесса, предлагаемое подход, наполнение онтологии, контекстноориентированный онторедактор"
Solovyev_IMS_2022_Abstract_rus.txt,"докладе описывается, описывается технология, технология создания, создания словарей, негативности слов, Проблематика конкретности, рейтингами конкретности, абстрактности является, конкретности, абстрактности",,"абстрактность, соответствующие шкала, серьёзный вызов, рейтинги слов, рейтинги конкретности, проблематика конкретности, позитивности/негативность слов, оценка слов, оба случаях, когнитивная наука"
Borisov_Shustrova_IMS_2014_Abstract_rus.txt,"пространстве Интернет, включая важность, тексте дается, дается ретроспектива, ретроспектива развития, точки зрения, зрения новых, важность присутствия, новых технологий, Интернет",,"точка зрения, средство коммуникации, современные технологии, новые технологии, текст, театр, пространство, использование, интернет, аудитория"
Blinova_IMS_2017_Abstract_rus.txt,"Статья посвящена, посвящена формам, отрицательной окраской, окраской референтов, всякие пугачёвы, форм множественного, множественного пейоративного, референтов типа, применением CQL, сидоровых’",,"именные группы, конструкция, компоненты, элективные конструкция, счётные существительные, русский язык, результаты исследования, пятьсот сидоровых, применение cql, наречия типа"
Khokhlova_IMS_2020_Abstract_eng.txt,,"Phrases Extraction, Machine Learning, Applying Machine, Extraction, Petersburg University, Phrases, Machine, Learning, Noun Phrases, Verbal",
Sagmanova_IMS_2018_Abstract_eng.txt,,"RUSSIAN ORAL, INTERROGATIVE UTTERANCES, ORAL, DIOLOGICAL SPEECH, UTTERANCES, RUSSIAN, SPEECH, Russian speech, INTERROGATIVE, FEATURES",
Lyapin_IMS_2013_Abstract_rus.txt,"Рассматривается использование, полнотекстовой библиотеки, системы T-Libra, использование сервисов, сервисов многофункциональной, многофункциональной электронной, электронной полнотекстовой, основе информационной, информационной системы, ООО",,"поддержка, электронное правительство, управленческая деятельность, такое использование, смысловые контексты, русская философия, рамки программы, исследовательская деятельность, использование сервисов, экспликация"
Antipenko_IMS_2019_Abstract_rus.txt,"Данная статья, дистрибутивной семантики, сети Facebook, статья отражает, автоматическому извлечению, извлечению ассоциативных, ассоциативных связей, русскоязычных текстов, текстов социальной, социальной сети",,"языковой сознание, социальные сети, сопоставительный анализ, современные пользователи, русскоязычные тексты, результаты эксперимента, помощь алгоритмов, полученные результаты, полученные данные, лингвистический анализ"
Kudinov_IMS_2014_Abstract_eng.txt,,"Instrument, Mobile Technologies, E-Participation, Mechanisms, Mobile, Technologies, Beautiful Petersburg, Develop Mechanisms, article, electronic",
Lyapin_IMS_2014_Abstract_rus.txt,"Обосновывается использование, полнотекстового поиска, информационной среды, гуманитарных исследований, использование сервисов, сервисов продвинутого, продвинутого полнотекстового, режиме распределенной, распределенной информационной, поддержки гуманитарных",,"поддержка гранта, контекстный знание, использование сервисов, гуманитарные исследования, гуманитарная сфера, база университета, число, создание, связь, санкт-петербург"
Sidorova_IMS_2013_Abstract_eng.txt,,"Altai Territory, official government, government websites, Territory, Altai, websites, official, government, Sidorova, Monitoring",
Belova_IMS_2014_Abstract_eng.txt,,"Novgorod Region, Nizhny Novgorod, Novgorod, Region, Nizhny, Social Project, Project, Promoting Social, Electronic Citizen, Internet",
Danilina_IMS_2014_Abstract_eng.txt,,"Author Texts, Digital Form, Educational Literature, Author, Form, Literature, Russian Civil, Educational, Texts, Digital",
Shukshina_IMS_2018_Abstract_rus.txt,"русского языка, выделяемых Большим, корпусе Национального, Национального корпуса, Большим толковым, количество значений, значении цвета, корпуса русского, словарем русского, количественных характеристик",,"русский язык, относительные прилагательные, значение цвета, значение, частота слова, сто цветонаименований, результат анализа, процент употреблений, относительные цвет, относительные оттенки"
Akatkin_IMS_2014_Abstract_eng.txt,,"Re-Inventing Interoperability, Data Sharing, E-Government Data, Sharing, Interoperability, data models, Data, Russia, Re-Inventing, E-Government",
Soms_IMS_2014_Abstract_rus.txt,"мониторинга СМИ, Современные системы, фильтрации данных, системы мониторинга, социальных медиаресурсов, большинстве случаев, позволяют конечному, конечному пользователю, пользователю осуществлять, осуществлять непосредственную",,"темы, социальные медиаресурсы, программное комплекс, конечный пользователь, данная статья, большинство случаев, создание, смиртео, сми, решение"
Shustrova_IMS_2013_Abstract_eng.txt,,"Contemporary, Theater, Olga Shustrova, Technologies, Internet, electronic technologies, technologies serve, theater process, sense theater, theater electronic",
Vybornaya_IMS_2024_Abstract_rus.txt,"предложных конструкций, статье описываются, характеристики соотношения, исследуется синтаксическая, синтаксическая неоднозначность, синтаксически неоднозначных, неоднозначных предложений, неоднозначность предложных, русском языке, неоднозначных",,"неоднозначные предложения, русский язык, предложные конструкции, предлоги, частотные синтаксема, ход проекта, соотношение предлогов, снятие омонимии, синтаксическая неоднозначность, семантические метки"
Popova_IMS_2019_Abstract_eng.txt,,"Social Roles, Speech, Speaker, Pragmatic Annotation, Metacommunication, Social, Corpus, role, State University, Petersburg State",
Martynenko_IMS_2019_Abstract_eng.txt,,"Syntactic Figures, Short Stories, State University, Research University, University Higher, National Research, Petersburg State, Higher School, Russian Short, Fiction",
Adrova_IMS_2013_Abstract_rus.txt,"Настоящая статья, статья посвящена, посвящена исследованию, Web-приложениях, алгоритмов хеширования, исследованию алгоритмов, алгоритм SCRYPT, Настоящая, хеширования, используемых",,"оптимальное количество, настоящая статья, наихороший вариант, значительное сужение, внешние раунды, алгоритмы gost, алгоритм scrypt, работа, параметры, замедление"
Lavrentyev_IMS_2014_Abstract_rus.txt,"blended learning, Новосибирском государственном, базе Moodle, вопросы создания, государственном университете, опыт преподавания, статье рассматривается, рассматривается процесс, процесс внедрения, развития инновационных",,"смешанный обучение, процесс внедрения, опыт преподавания, вопросы создания, база moodle, blended learning, формат, университет, статья, разработка"
Adaskina_IMS_2015_Abstract_rus.txt,"Работа посвящена, настройке классификатора, ключевых словах, посвящена опыту, опыту применения, применения полуавтоматического, снижения трудозатрат, полуавтоматического метода, трудозатрат эксперта, Работа",,"эффективность использования, сторона эксперта, синтаксические связи, предлагаемое метод, полуавтоматическое метод, показатели эффективности, оцениваемые эксперт, основа обучения, опыт применения, наше эксперимент"
Zakharkina_IMS_2013_Abstract_eng.txt,,"Multimedia Resouces, Cultural Heritage, Resouces, Field, Heritage, Experience, Cultural, Multimedia, resources, Development",
Chizhik_IMS_2014_Abstract_rus.txt,"Статья посвящена, посвящена анализу, анализу существующих, существующих медиа, медиа форматов, форматов, Статья, традиционных СМИ, Интернете, получены данные",,"традиционные сми, данный исследование, статья, рамки, интернет, анализ"
Kuzmina_IMS_2014_Abstract_eng.txt,,"Open Interaction, Humanitarian Educational, Educational, Environment, Interaction, Humanitarian, educational environment, University, Sphere, Open",
Kanygin_IMS_2014_Abstract_rus.txt,"предлагаем строить, строить структуру, структуру знаний, основе элементарных, определены правила, визуальных блоков, элементарных визуальных, Наглядность визуальных, компиляции, блоков",,"компиляция, структура знаний, социальное управление, новые возможность, информационно-аналитический обеспечение, естественность правил, визуальные структуры, агрегированные представление, статья, развитие"
Boikov_IMS_2018_Abstract_eng.txt,,"State University, Formal Language, Rhyming Words, Language Model, Demidov State, Moscow State, Yaroswlvl Demidov, Lomonosov Moscow, Formal, Automated Search",
Chirkin_IMS_2013_Abstract_rus.txt,"сети Интернет, data extraction, data mining, Статья посвящена, извлечении данных, глубинного анализа, посвящена описанию, описанию частых, частых проблем, автоматизированном извлечении",,"частые проблемы, data mining, data extraction, статья, сеть, решения, описание, интернет"
Trakhtenberg_IMS_2014_Abstract_eng.txt,,"Healthcare Information, Healthcare, medical information, medical, Information, Implementation, Ural Federal, Federal District, Adoption, Benefits",
Borisov_Zakharkina_IMS_2014_Abstract_rus.txt,"Портал Новой, Новой сцены, сцены Александринского, Александринского театра, театральным коллективам, использующим цифровые, творческой деятельности, театра предоставляет, предоставляет виртуальную, виртуальную лабораторию",,"театральный коллективы, творческая деятельность, новая сцена, многопотоковое онлайн-вещание, виртуальная лаборатория, александринский театр, проблемы, портал, инструмент"
Martynenko_IMS_2018_Abstract_eng.txt,,"Сomputer Anthology, Methodological problems, Russian, Russian language, Сomputer, Short Stories, century, Russian Narrative, Russian short, Russian fiction",
Perminov_IMS_2019_Abstract_rus.txt,"корректность HTML, кода HTML, качественных характеристик, эстетическая привлекательность, целевой аудитории, основных подхода, верификация кода, представления веб-страницы, области разработок, существует растущая",,"решение, эстетическая привлекательность, целевая аудитория, упомянутая проблемы, удобство использования, создание онтологии, связанные алгоритмы, растущая потребность, пользовательские веб-интерфейсы, область разработок"
Lizunova_IMS_2014_Abstract_eng.txt,,"Media Space, Future, Media, Space, Immensity, information, Reality, media ideas, information space, Lizunova",
Sagmanova_IMS_2018_Abstract_rus.txt,"ДИАЛОГИЧЕСКОЙ РЕЧИ, РУССКОЙ УСТНОЙ, УСТНОЙ ДИАЛОГИЧЕСКОЙ, РЕЧИ Данное, РЕАЛИЗАЦИИ КРАТКИХ, русской диалогической, Данное исследование, ВОПРОСИТЕЛЬНЫХ РЕПЛИК, специфики реализации, КРАТКИХ ВОПРОСИТЕЛЬНЫХ",,"вопросительные реплики, точка зрения, структурно-синтаксические характеристики, русский язык, рамки работы, прагматические функции, построение коммуникации, особенности употребления, особенности реализации, массив записей"
Mikoni_IMS_2020_Abstract_rus.txt,"Предлагается применение, применение системного, понятия, модели, определения, анализу определения, системного подхода, Предлагается, определения понятия, подход",,"элементарные действие, элементарная модель, функция объекта, функциональный подход, текстовая модель, структурный подход, структурные подход, системное подход, порочные циклы, повествовательный предложения"
Tolstikova_IMS_2013_Abstract_rus.txt,"Изучение социокультурной, нормативно-ценностными установками, социокультурной специфики, социальных сетей, новой парадигмы, структуры инициировано, инициировано новыми, возможностями социального, социального контроля, парадигмы социальной",,"функционирование культуры, социальные сети, социальные параметры, социальное контроль, социальная структура, социальная общность, сетевая коммуникация, результат генезиса, нормативно-ценностные установки, новая парадигма"
Mochalova_IMS_2018_Abstract_rus.txt,"естественном языке, вопросноответных систем, позволяющих отвечать, вопросы пользователей, весьма актуальной, актуальной задачей, задачей является, является разработка, разработка вопросноответных, машиночитаемым текстам",,"естественный язык, вопросно-ответная система, элементы онтологии, узлы онтологии, соответствующие синтаксемы, семантический анализатор, разработанное авторы, описание архитектуры, онтология элементов, онтология рутез"
Chirkin_IMS_2013_Abstract_eng.txt,,"web pages, automated data, data, pages, automated, web, problems, extraction, Internet, data extraction",
Mikoni_IMS_2019_Abstract_eng.txt,,"control, Petersburg Institute, Russian Academy, semantic analysis, System, analysis, Mikoni, control definitions, concepts, definition",
Filippova_IMS_2014_Abstract_rus.txt,"Рассмотрены основные, основные характеристики, характеристики массовой, массовой коммуникации, Бразилии, современных медиасистем, России, СМИ, называемые СМИ, СМИ первого",,"сми, уровень дохода, социальные сети, современные медиасистемы, правящие классы, первое уровень, основные характеристики, новые медиа, называемые сми, массовая коммуникация"
Borisov_IMS_2014_Abstract_rus.txt,"Александринского театра, ИТМО совместно, специалистами Новой, Новой сцены, сцены Александринского, Университета ИТМО, данной статье, статье представлен, представлен опыт, опыт междисциплинарной",,"ряд, театральные проекты, театральные представления, театральные постановки, российская федерация, прототип системы, программа развития, новая сцена, мультимедиа технологий, многопотоковая интернет-трансляция"
Filippova_IMS_2014_Abstract_eng.txt,,"mass media, Media Systems, Mass Communication, Media, Mass, Present Stage, Systems, Brazil, level, Russia",
Zakharkina_Mbogo_IMS_2013_Abstract_rus.txt,"Предлагается структурная, концепция веб-ресурса, творческие коллективы, форматы деятельности, сетевую среду, функциональная концепция, синтез искусства, предполагают сетевую, Предлагается, веб-ресурса",,"форматы деятельности, творческие коллективы, синтез искусства, сетевая среда, инструментальная платформа, технологии, выбор"
Talbonen_IMS_2013_Abstract_rus.txt,"Данная статья, цифровых изображений, представляющих историческую, историческую ценность, статья посвящена, посвящена вопросам, коллекциях цифровых, организации поиска, вопросам организации, ПФЦИК",,"цифровые изображения, такой коллекции, программное комплекс, основа содержания, данная статья, графическая информация, статья, пфцик, коллекции, возможность"
Dmitrieva_IMS_2014_Abstract_rus.txt,"государственного управления, работе рассмотрены, рассмотрены вопросы, вопросы создания, создания комплексной, комплексной системы, открытого государственного, системы оценки, оценки открытого, управления",,"российская практика, публичная власть, исполнительная власть, вопросы создания, работа, авторы"
Zakharov_IMS_2017_Abstract_eng.txt,,"Petersburg State, State University, Russian, prepositional constructions, Russian prepositions, Galina Zolotova, Russian language, Linguistics Studies, Syntactic Dictionary, simple Russian",
Belinskaya_IMS_2014_Abstract_eng.txt,,"Bibliographic Processes, Processes, library processes, Bibliographic, Automation, Russian Academy, bibliographic library, Scientific, Novitskaya, Tileva",
Dyakova_IMS_2013_Abstract_eng.txt,,"Traditional Management, E-government Transition, Traditional, China, Management, Transition, Innovations, E-government, Dyakova, trends",
Martynenko_IMS_2017_Abstract_rus.txt,"статье обсуждается, обсуждается проблема, проблема быстрой, быстрой сходимости, сходимости порядковых, порядковых статистик, предельным величинам, мере увеличения, объема выборки, выборки",,"частотные словари, разная тематика, предельное величины, практическая состоятельность, порядковые статистики, быстрая сходимость, характеристики, статья, проблема, объём"
Khokhlova_IMS_2017_Abstract_rus.txt,"Применение квантитативных, получаемые данные, квантитативных методов, корпусному материалу, материалу позволяет, позволяет исследователям, исследователям количественно, количественно оценить, оценить получаемые, Применение",,"рамки словосочетаний, основные характеристики, корпусный материал, квантитативные методы, используемые меры, иные коэффициенты, данные метрик, число, статья, сравнение"
Boyarsky_IMS_2013_Abstract_rus.txt,"Описаны принципы, анализатора SemSin, принципы работы, работы предсинтаксического, семантико-синтаксического анализатора, предсинтаксического модуля, модуля семантико-синтаксического, Описаны, SemSin, модуля",,"использование, фразеологические словосочетания, синтаксический анализ, процедура токенизации, принципы работы, предсинтаксический модуль, отдельные слова, морфологический разбор, ближайшее контекст, неоднозначность"
Korablinov_IMS_2020_Abstract_rus.txt,"развивающейся областью, текущий момент, момент вопросно-ответный, вопросно-ответный поиск, активно развивающейся, данных, базам знаний, является активно, знаний, областью",,"вопросно-ответный поиск, базы знаний, алгоритм, фрагменты текста, текущий момент, тексты вопросов, такое развитие, способ создания, сложные задача, русский язык"
Kudinov_IMS_2014_Abstract_rus.txt,"акцентируя внимание, докладе освещаются, освещаются принципы, органами государственной, Красивый Петербург, государственной власти, электронного участия, механизмы электронного, средствах электронного, электронного взаимодействия",,"электронное участие, органы, механизмы, электронное взаимодействие, преимущества использования, мобильные технологии, мобильные приложения, красивый петербург, исполнительная власть, государственная власть"
Belov_IMS_2018_Abstract_rus.txt,"статье описывается, описывается начальный, начальный этап, этап создания, создания лингвистически, лингвистически размеченного, локальных документов, русских локальных, русского языка, локальных",,"русский язык, локальные документы, число, разметка, языковые черты, языковой сложность, формирование корпуса, точка зрения, типы текстов, существующие корпусы"
Khokhlova_IMS_2019_Abstract_rus.txt,"Извлечение коллокаций, прикладной лингвистики, коллокаций представляет, актуальных задач, обработке естественного, разных областях, областях прикладной, естественного языка, Тайга, Извлечение",,"сравнение, ход экспериментов, статистические метрики, русскоязычное корпус, русский язык, ранговая корреляция, разные области, прикладная лингвистика, полученные результаты, относительная взаимозаменяемость"
Boyarsky_IMS_2019_Abstract_rus.txt,"именованных сущностей, естественном языке, извлечение именованных, способов анализа, анализа документов, языке является, является извлечение, топонимов, Одним, сущностей",,"топонимы, словарь, частотные словосочетания, узкоспециальный характер, сопутствующие слова, соответствующее класс, семантико-синтаксический анализ, ряд случаев, русскоязычные тексты, полученные результаты"
Grokhovskiy_IMS_2014_Abstract_rus.txt,"Настоящий доклад, доклад посвящен, посвящен описанию, описанию работ, созданию параллельного, параллельного тибетскорусского, тибетскорусского корпуса, грамматической традиции, Настоящий, доклад",,"такой образ, свод памятников, русский язык, представляющая интерес, основа корпуса, описание работ, общее языкознание, настоящий доклад, задачи проекта, данная традиция"
Shubinskiy_IMS_2013_Abstract_eng.txt,,"Safer Internet, Internet forchildren, Internet, Safer, forchildren, Shubinskiy, security students, security, student learning, information security",
Ryabchenko_IMS_2014_Abstract_eng.txt,,"opinion leaders, online-social networks, methodological basis, networks, users, Types, opinion, online-social, leaders, online networks",
Kalinichenko_IMS_2014_Abstract_rus.txt,"регионального развития, системы СанктПетербурга, статье представлены, представлены программнотехнические, программнотехнические средства, средства анализа, прогнозирования регионального, рамках государственной, государственной информационной, информационной системы",,"экономикоматематический моделирование, управленческие решения, региональное развитие, прогнозно-аналитические задачи, основные классы, основа методов, государственное планирование, статья, санкт-петербург, рамки"
Zakharkina_Mbogo_IMS_2013_Abstract_eng.txt,,"Web Laboratory, Creative Groupes, Groupes, Laboratory, Web, Mbogo, Realisation, Creative, Zakharkina, Principals",
Karnup_IMS_2013_Abstract_rus.txt,"корпусной лингвистики, статье описывается, описывается опыт, опыт исследования, исследования коммуникации, использованием методов, методов корпусной, микроблогов Twitter, Twitter, лингвистики",,"язык общения, корпусная лингвистика, качественное анализ, использование методов, статья, попытка, twitter"
Kirillova_IMS_2018_Abstract_eng.txt,,"morphological analyzer, hybrid morphological, morphological, Dialogue Evaluation, State University, analyzer, Saint-Petersburg State, hybrid, Testing, format",
Yakushev_IMS_2013_Abstract_rus.txt,"социальных сетей, исследований процессов, используются данные, свойствах социальных, реальном мире, мире используются, сети Vkontakte, сетей, реальном, обосновывается утверждением",,"реальный мир, вопрос, структура социума, социальные сеть, социальные сети, исследования процессов, знакомство пользователей, доля связей, данная работа, утверждение"
Khokhlova_IMS_2020_Abstract_rus.txt,"статье представлены, задаче автоматического, автоматического выявления, выявления глагольных, машинного обучения, атрибутивных коллокаций, представлены результаты, результаты применения, применения алгоритмов, словосочетаний",,"машинное обучение, толковые словари, словари сочетаемости, рассматриваемые методы, пять источников, моделирование отношений, линейное преобразование, лексикографическое описание, лексикографические источники, количество словосочетаний"
Vissio_IMS_2022_Abstract_rus.txt,"Якутский язык, язык включает, русских заимствований, значительное количество, заимствований, языка, русских, выделения русских, Якутский, якутских текстах",,"якутский язык, русские заимствования, якутские тексты, якутский письмо, языковой политика, языковой планирование, тенденции употребления, сопоставление документа, русский язык, русские основы"
Pevzner_IMS_2015_Abstract_rus.txt,"информационного потока, основных функций, агентства является, является создание, создание новостного, функций информационного, информационного агентства, новостного информационного, информационного, потока",,"основные функции, определённый контекст, новостные потоки, новостные веб-сайты, информационное агентство, читатель, сообщение, создание, реклама, противоречие"
Makarov_IMS_2014_Abstract_rus.txt,"Предложены решения, информационном обществе, решения вопроса, вопроса востребованности, востребованности библиотеки, Пермского университета, Предложены, обществе, библиотеке Пермского, Описаны результаты",,"результаты внедрения, пермский университет, информационный общество, гуманитарные специальности, библиотека"
Filchenkov_IMS_2014_Abstract_rus.txt,"является нерешенной, протестной активности, цифровым следам, следам пользователей, пользователей социальных, социальных медиа, широком доступе, существует научных, научных статей, Задача прогнозирования",,"широкий доступ, теоретическая предсказуемость, сравнительный анализ, социальные медиа, сии поры, протестная активность, научные стати, задача прогнозирования, доступность данных, данная статья"
Mikoni_IMS_2020_Abstract_eng.txt,,"model, definition, approach, Petersburg Institute, Russian Academy, concepts based, concept, structural approach, properties, structural",
Vtiurina_IMS_2014_Abstract_rus.txt,"примере Единого, Единого портала, электронного правительства, государственных услуг, статье анализируется, анализируется информационнокоммуникационная, информационнокоммуникационная деятельность, деятельность субъектов, внедрению программ, портала государственных",,"электронное правительство, субъекты рф, единое портал, государственные услуги, статья, создание, россия, рекомендации, работа, пример"
Mikoni_IMS_2018_Abstract_rus.txt,"формализованный подход, экспертному подходу, установлению соотношения, онтологических моделях, моделях противопоставляется, противопоставляется формализованный, понятий, соотношения понятий, анализа, сопоставляемых понятий",,"сопоставляемые понятия, роль, рамки, экспертный подход, функциональная связь, формализованный подход, теоретико-множественные операции, существенные признаки, степень влияния, системное анализ"
